Brand,Year,Model,Engine,Category,SubCategory,Manufacturer,PartNumber,MoreDetails,Price
AC,1971,428,7.0L V8,Engine,Cylinder Head Gasket / Set,FEL-PRO,HS8554PT,N/A,$54.79
AC,1971,428,7.0L V8,Engine,Cylinder Head Gasket / Set,MAHLE,HS3389VJ,Set,$57.79
AC,1971,428,7.0L V8,Engine,Intake Manifold Gasket / Set,FEL-PRO,MS90145,N/A,$5.56
AC,1971,428,7.0L V8,Engine,Intake Manifold Gasket / Set,MAHLE,MS15166X,Composite,$10.20
AC,1971,428,7.0L V8,Engine,Oil Filter,BOSCH,72102WS,"Workshop Oil Filter; O.D. 3.77""; Inside Diam/Thread 3/4""-16; Height 5.00""; Gasket Attached",$4.00
AC,1971,428,7.0L V8,Engine,Oil Filter,BOSCH,3500,"Premium Oil Filter; O.D. 3.78""; Inside Diam/Thread 3/4""-16; Height 5.14""; Gasket Attached",$4.73
AC,1971,428,7.0L V8,Engine,Oil Filter,BOSCH,D3500,Distance Plus Oil Filter,$17.47
AC,1971,428,7.0L V8,Engine,Oil Pan Gasket,FEL-PRO,OS11701D,N/A,$4.97
AC,1971,428,7.0L V8,Engine,Oil Pan Gasket,FEL-PRO,OS11701C,N/A,$8.75
AC,1971,428,7.0L V8,Engine,Oil Pan Gasket,MAHLE,OS30764,Cork-Rubber,$9.13
AC,1971,428,7.0L V8,Engine,Timing Cover Gasket / Set,FEL-PRO,TCS130751,N/A,$5.61
AC,1971,428,7.0L V8,Engine,Timing Cover Gasket / Set,MAHLE,JV819,N/A,$11.01
AC,1971,428,7.0L V8,Engine,Timing Cover Gasket / Set,FEL-PRO,TCS45167,N/A,$14.35
AC,1971,428,7.0L V8,Engine,Timing Cover Gasket / Set,MAHLE,JV921,N/A,$16.40
AC,1971,428,7.0L V8,Engine,Valve Cover Gasket,FEL-PRO,VS13049C,N/A,$5.00
AC,1971,428,7.0L V8,Engine,Valve Cover Gasket,FEL-PRO,VS13049R,N/A,$5.57
AC,1971,428,7.0L V8,Engine,Valve Cover Gasket,MAHLE,VS38308,Cork-Rubber,$7.76
AC,1971,428,7.0L V8,Engine,Valve Cover Gasket,MAHLE,VS38308R,Molded Rubber,$11.15
AC,1971,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,FEL-PRO,MS9812,N/A,$5.48
AC,1971,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,FEL-PRO,MS95000,N/A,$9.83
AC,1971,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,MAHLE,MS15521X,Steel,$11.00
AC,1971,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,FEL-PRO,60052,N/A,$1.40
AC,1971,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,FEL-PRO,60155,N/A,$2.08
AC,1971,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,MAHLE,F7197,N/A,$2.24
AC,1971,428,7.0L V8,Fuel & Air,Air Cleaner Gasket,FEL-PRO,60032,N/A,$1.68
AC,1971,428,7.0L V8,Fuel & Air,Air Cleaner Gasket,MAHLE,G27098,Paper,$1.91
AC,1971,428,7.0L V8,Fuel & Air,Carburetor Mounting Gasket,FEL-PRO,60059,N/A,$0.99
AC,1971,428,7.0L V8,Fuel & Air,Fuel Pump Bowl Gasket,FEL-PRO,773,N/A,$0.92
AC,1971,428,7.0L V8,Fuel & Air,Fuel Pump Gasket,MAHLE,D27094,Paper,$0.34
AC,1971,428,7.0L V8,Fuel & Air,Fuel Pump Gasket,FEL-PRO,6579,N/A,$0.95
AC,1971,428,7.0L V8,Ignition,Ignition Coil,ACDELCO,U505,Professional,$30.79
AC,1971,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,45,Resistor,$1.13
AC,1971,428,7.0L V8,Ignition,Spark Plug,ACDELCO,R83TS,Professional; Conventional (Rebate/Promotion Available!),$1.43
AC,1971,428,7.0L V8,Ignition,Spark Plug,CHAMPION,409,Copper Plus,$1.43
AC,1971,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP420A,N/A,$1.65
AC,1971,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,AP45,Platinum (Rebate/Promotion Available!),$1.92
AC,1971,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP459,Finewire Platinum,$4.46
AC,1971,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,APP45,Double Platinum (Rebate/Promotion Available!),$3.82
AC,1971,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP549,Platinum Spark Plug,$1.92
AC,1971,428,7.0L V8,Transmission-Automatic,Clutch Plate,ATP,FC108,N/A,$1.87
AC,1971,428,7.0L V8,Transmission-Automatic,Clutch Plate,ATP,FC116,N/A,$2.85
AC,1971,428,7.0L V8,Transmission-Automatic,Filter,ATP,IL150,In-Line Filter Kit,$15.44
AC,1971,428,7.0L V8,Transmission-Automatic,Oil Pan Gasket,ATP,FG114,N/A,$3.84
AC,1971,428,7.0L V8,Transmission-Manual,Countershaft Bearing,NATIONAL,QAR33724,"Width=0.9""",Out of Stock
AC,1971,428,7.0L V8,Transmission-Manual,Input Shaft Bearing,NATIONAL,209L,"Bore=1.7717"", Outer Diameter=3.3465"", Width=0.748""",$35.79
AC,1971,428,7.0L V8,Transmission-Manual,Input Shaft Repair Sleeve,NATIONAL,99112,N/A,$17.65
AC,1971,428,7.0L V8,Transmission-Manual,Input Shaft Seal,NATIONAL,3638,N/A,$3.65
AC,1971,428,7.0L V8,Transmission-Manual,Main / Output Shaft Bearing,NATIONAL,307L,"Bore=1.378"", Outer Diameter=3.1496"", Width=0.8268""",$24.79
AC,1971,428,7.0L V8,Transmission-Manual,Main / Output Shaft Seal,NATIONAL,473234,N/A,$4.50
AC,1971,428,7.0L V8,Transmission-Manual,Reverse Idler Bearing,NATIONAL,C407Q,"Width=0.75""",$5.37
AC,1971,428,7.0L V8,Transmission-Manual,Shift Shaft Seal,NATIONAL,313156,N/A,$4.87
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,RDB16,RainyDay Wiper,$1.33
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,14C16,14-Series,$2.07
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,3116,"31-Series; 16""",$2.51
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,9116,"AeroVantage; 16""",$4.09
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,2015,Vintage,$11.72
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,3016,"WINTER; Conventional Blade w/ Anti-Icing Boots; 16""",$4.31
AC,1971,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,C16UB,"Contour; 16""",$7.65
AC,1970,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,PGD4,Element3; Organic,$12.74
AC,1970,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,PGD9M,Element3; Metallic,$24.79
AC,1970,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,SGD9M,Service Grade; Metallic,$12.93
AC,1970,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,2720,"Race Only; Outer Diameter=3"", Length=0.75"", Radius=0.125""",$2.49
AC,1970,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,A2,"Wheel Bearing and Race Set; Taper Bearing Set Includes Cup and Cone; Cone Bore=0.75"", Cone Length=0.655"", Cone Radius=0.046"", Cup Outer Diam=1.781, Cup Length=0.475"", Cup Radius=0.046""",$4.36
AC,1970,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,A6,"Wheel Bearing and Race Set; Taper Bearing Set Includes Cup and Cone; Cone Bore=1.25"", Cone Length=0.66"", Cone Radius=0"", Cup Outer Diam=2.328, Cup Length=0.465"", Cup Radius=0.046""",$5.29
AC,1970,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,2788A,N/A,$17.80
AC,1970,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,ACDELCO,A2,Advantage; Wheel Bearing and Race Set,$5.73
AC,1970,428,7.0L V8,Cooling System,Thermostat / Thermostat Housing / Water Outlet Seal,MAHLE,C25487,Paper,$0.24
AC,1970,428,7.0L V8,Cooling System,Thermostat / Thermostat Housing / Water Outlet Seal,FEL-PRO,35063,N/A,$1.04
AC,1970,428,7.0L V8,Drivetrain,Differential Pinion Seal,NATIONAL,5778,N/A,$8.76
AC,1970,428,7.0L V8,Drivetrain,Differential Pinion Seal,NATIONAL,5778V,N/A,$18.51
AC,1970,428,7.0L V8,Electrical-Bulb & Socket,Headlamp Socket,WVE/AIRTEX/WELLS,1P1338,N/A,$3.35
AC,1970,428,7.0L V8,Engine,Crankshaft Main Bearing,MAHLE/CLEVITE,MS863P,Set,See Options at Left
AC,1970,428,7.0L V8,Engine,Crankshaft Seal,MAHLE,JV707,N/A,$3.40
AC,1970,428,7.0L V8,Engine,Crankshaft Seal,NATIONAL,2942,N/A,$6.60
AC,1970,428,7.0L V8,Engine,Crankshaft Seal,MAHLE,JV707P,Rubber,$7.30
AC,1970,428,7.0L V8,Engine,Crankshaft Seal,NATIONAL,5095,"Nitrile, Shaft Size=3.438"", Outer Diameter=4.012"", Width=0.41""",$9.29
AC,1970,428,7.0L V8,Engine,Crankshaft Seal,FEL-PRO,BS30138,N/A,$12.86
AC,1970,428,7.0L V8,Engine,Crankshaft Seal,NATIONAL,5112S,N/A,$16.88
AC,1970,428,7.0L V8,Engine,Cylinder Head Gasket / Set,FEL-PRO,8554PT,N/A,$8.48
AC,1970,428,7.0L V8,Engine,Cylinder Head Gasket / Set,MAHLE,3389,Composite; Head Gasket Only,$9.95
AC,1970,428,7.0L V8,Engine,Cylinder Head Gasket / Set,FEL-PRO,HS8554PT,N/A,$54.79
AC,1970,428,7.0L V8,Engine,Cylinder Head Gasket / Set,MAHLE,HS3389VJ,Set,$57.79
AC,1970,428,7.0L V8,Engine,Intake Manifold Gasket / Set,FEL-PRO,MS90145,N/A,$5.56
AC,1970,428,7.0L V8,Engine,Intake Manifold Gasket / Set,MAHLE,MS15166X,Composite,$10.20
AC,1970,428,7.0L V8,Engine,Oil Filter,BOSCH,72102WS,"Workshop Oil Filter; O.D. 3.77""; Inside Diam/Thread 3/4""-16; Height 5.00""; Gasket Attached",$4.00
AC,1970,428,7.0L V8,Engine,Oil Filter,BOSCH,3500,"Premium Oil Filter; O.D. 3.78""; Inside Diam/Thread 3/4""-16; Height 5.14""; Gasket Attached",$4.73
AC,1970,428,7.0L V8,Engine,Oil Filter,BOSCH,D3500,Distance Plus Oil Filter,$17.47
AC,1970,428,7.0L V8,Engine,Oil Pan Gasket,FEL-PRO,OS11701D,N/A,$4.97
AC,1970,428,7.0L V8,Engine,Oil Pan Gasket,FEL-PRO,OS11701C,N/A,$8.75
AC,1970,428,7.0L V8,Engine,Oil Pan Gasket,MAHLE,OS30764,Cork-Rubber,$9.13
AC,1970,428,7.0L V8,Engine,Timing Cover Gasket / Set,FEL-PRO,TCS130751,N/A,$5.61
AC,1970,428,7.0L V8,Engine,Timing Cover Gasket / Set,MAHLE,JV819,N/A,$11.01
AC,1970,428,7.0L V8,Engine,Timing Cover Gasket / Set,FEL-PRO,TCS45167,N/A,$14.35
AC,1970,428,7.0L V8,Engine,Timing Cover Gasket / Set,MAHLE,JV921,N/A,$16.40
AC,1970,428,7.0L V8,Engine,Valve Cover Gasket,FEL-PRO,VS13049C,N/A,$5.00
AC,1970,428,7.0L V8,Engine,Valve Cover Gasket,FEL-PRO,VS13049R,N/A,$5.57
AC,1970,428,7.0L V8,Engine,Valve Cover Gasket,MAHLE,VS38308,Cork-Rubber,$7.76
AC,1970,428,7.0L V8,Engine,Valve Cover Gasket,MAHLE,VS38308R,Molded Rubber,$11.15
AC,1970,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,FEL-PRO,MS9812,N/A,$5.48
AC,1970,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,FEL-PRO,MS95000,N/A,$9.83
AC,1970,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,MAHLE,MS15521X,Steel,$11.00
AC,1970,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,FEL-PRO,60052,N/A,$1.40
AC,1970,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,FEL-PRO,60155,N/A,$2.08
AC,1970,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,MAHLE,F7197,N/A,$2.24
AC,1970,428,7.0L V8,Fuel & Air,Air Cleaner Gasket,FEL-PRO,60032,N/A,$1.68
AC,1970,428,7.0L V8,Fuel & Air,Air Cleaner Gasket,MAHLE,G27098,Paper,$1.91
AC,1970,428,7.0L V8,Fuel & Air,Carburetor Mounting Gasket,FEL-PRO,60059,N/A,$0.99
AC,1970,428,7.0L V8,Fuel & Air,Fuel Pump Bowl Gasket,FEL-PRO,773,N/A,$0.92
AC,1970,428,7.0L V8,Fuel & Air,Fuel Pump Gasket,MAHLE,D27094,Paper,$0.34
AC,1970,428,7.0L V8,Fuel & Air,Fuel Pump Gasket,FEL-PRO,6579,N/A,$0.95
AC,1970,428,7.0L V8,Ignition,Ignition Coil,ACDELCO,U505,Professional,$30.79
AC,1970,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,45,Resistor,$1.13
AC,1970,428,7.0L V8,Ignition,Spark Plug,ACDELCO,R83TS,Professional; Conventional (Rebate/Promotion Available!),$1.43
AC,1970,428,7.0L V8,Ignition,Spark Plug,CHAMPION,409,Copper Plus,$1.43
AC,1970,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP420A,N/A,$1.65
AC,1970,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,AP45,Platinum (Rebate/Promotion Available!),$1.92
AC,1970,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP459,Finewire Platinum,$4.46
AC,1970,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,APP45,Double Platinum (Rebate/Promotion Available!),$3.82
AC,1970,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP549,Platinum Spark Plug,$1.92
AC,1970,428,7.0L V8,Transmission-Automatic,Clutch Plate,ATP,FC108,N/A,$1.87
AC,1970,428,7.0L V8,Transmission-Automatic,Clutch Plate,ATP,FC116,N/A,$2.85
AC,1970,428,7.0L V8,Transmission-Automatic,Filter,ATP,IL150,In-Line Filter Kit,$15.44
AC,1970,428,7.0L V8,Transmission-Automatic,Oil Pan Gasket,ATP,FG114,N/A,$3.84
AC,1970,428,7.0L V8,Transmission-Manual,Countershaft Bearing,NATIONAL,QAR33724,"Width=0.9""",Out of Stock
AC,1970,428,7.0L V8,Transmission-Manual,Input Shaft Bearing,NATIONAL,209L,"Bore=1.7717"", Outer Diameter=3.3465"", Width=0.748""",$35.79
AC,1970,428,7.0L V8,Transmission-Manual,Input Shaft Repair Sleeve,NATIONAL,99112,N/A,$17.65
AC,1970,428,7.0L V8,Transmission-Manual,Input Shaft Seal,NATIONAL,3638,N/A,$3.65
AC,1970,428,7.0L V8,Transmission-Manual,Main / Output Shaft Bearing,NATIONAL,307L,"Bore=1.378"", Outer Diameter=3.1496"", Width=0.8268""",$24.79
AC,1970,428,7.0L V8,Transmission-Manual,Main / Output Shaft Seal,NATIONAL,473234,N/A,$4.50
AC,1970,428,7.0L V8,Transmission-Manual,Reverse Idler Bearing,NATIONAL,C407Q,"Width=0.75""",$5.37
AC,1970,428,7.0L V8,Transmission-Manual,Shift Shaft Seal,NATIONAL,313156,N/A,$4.87
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,RDB16,RainyDay Wiper,$1.33
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,14C16,14-Series,$2.07
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,3116,"31-Series; 16""",$2.51
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,9116,"AeroVantage; 16""",$4.09
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,2015,Vintage,$11.72
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,3016,"WINTER; Conventional Blade w/ Anti-Icing Boots; 16""",$4.31
AC,1970,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,C16UB,"Contour; 16""",$7.65
AC,1969,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,SGD9M,Service Grade; Metallic,$12.93
AC,1969,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,PGD9M,Element3; Metallic,$24.79
AC,1969,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,2720,"Race Only; Outer Diameter=3"", Length=0.75"", Radius=0.125""",$2.49
AC,1969,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,A2,"Wheel Bearing and Race Set; Taper Bearing Set Includes Cup and Cone; Cone Bore=0.75"", Cone Length=0.655"", Cone Radius=0.046"", Cup Outer Diam=1.781, Cup Length=0.475"", Cup Radius=0.046""",$4.36
AC,1969,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,A6,"Wheel Bearing and Race Set; Taper Bearing Set Includes Cup and Cone; Cone Bore=1.25"", Cone Length=0.66"", Cone Radius=0"", Cup Outer Diam=2.328, Cup Length=0.465"", Cup Radius=0.046""",$5.29
AC,1969,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,2788A,N/A,$17.80
AC,1969,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,ACDELCO,A2,Advantage; Wheel Bearing and Race Set,$5.73
AC,1969,428,7.0L V8,Cooling System,Thermostat / Thermostat Housing / Water Outlet Seal,MAHLE,C25487,Paper,$0.24
AC,1969,428,7.0L V8,Cooling System,Thermostat / Thermostat Housing / Water Outlet Seal,FEL-PRO,35063,N/A,$1.04
AC,1969,428,7.0L V8,Drivetrain,Differential Pinion Seal,NATIONAL,5778,N/A,$8.76
AC,1969,428,7.0L V8,Drivetrain,Differential Pinion Seal,NATIONAL,5778V,N/A,$18.51
AC,1969,428,7.0L V8,Electrical-Bulb & Socket,Headlamp Socket,WVE/AIRTEX/WELLS,1P1338,N/A,$3.35
AC,1969,428,7.0L V8,Engine,Crankshaft Main Bearing,MAHLE/CLEVITE,MS863P,Set,See Options at Left
AC,1969,428,7.0L V8,Engine,Crankshaft Seal,MAHLE,JV707,N/A,$3.40
AC,1969,428,7.0L V8,Engine,Crankshaft Seal,NATIONAL,2942,N/A,$6.60
AC,1969,428,7.0L V8,Engine,Crankshaft Seal,MAHLE,JV707P,Rubber,$7.30
AC,1969,428,7.0L V8,Engine,Crankshaft Seal,NATIONAL,5095,"Nitrile, Shaft Size=3.438"", Outer Diameter=4.012"", Width=0.41""",$9.29
AC,1969,428,7.0L V8,Engine,Crankshaft Seal,FEL-PRO,BS30138,N/A,$12.86
AC,1969,428,7.0L V8,Engine,Crankshaft Seal,NATIONAL,5112S,N/A,$16.88
AC,1969,428,7.0L V8,Engine,Cylinder Head Gasket / Set,FEL-PRO,8554PT,N/A,$8.48
AC,1969,428,7.0L V8,Engine,Cylinder Head Gasket / Set,MAHLE,3389,Composite; Head Gasket Only,$9.95
AC,1969,428,7.0L V8,Engine,Cylinder Head Gasket / Set,FEL-PRO,HS8554PT,N/A,$54.79
AC,1969,428,7.0L V8,Engine,Cylinder Head Gasket / Set,MAHLE,HS3389VJ,Set,$57.79
AC,1969,428,7.0L V8,Engine,Intake Manifold Gasket / Set,FEL-PRO,MS90145,N/A,$5.56
AC,1969,428,7.0L V8,Engine,Intake Manifold Gasket / Set,MAHLE,MS15166X,Composite,$10.20
AC,1969,428,7.0L V8,Engine,Oil Filter,BOSCH,72102WS,"Workshop Oil Filter; O.D. 3.77""; Inside Diam/Thread 3/4""-16; Height 5.00""; Gasket Attached",$4.00
AC,1969,428,7.0L V8,Engine,Oil Filter,BOSCH,3500,"Premium Oil Filter; O.D. 3.78""; Inside Diam/Thread 3/4""-16; Height 5.14""; Gasket Attached",$4.73
AC,1969,428,7.0L V8,Engine,Oil Filter,BOSCH,D3500,Distance Plus Oil Filter,$17.47
AC,1969,428,7.0L V8,Engine,Oil Pan Gasket,FEL-PRO,OS11701D,N/A,$4.97
AC,1969,428,7.0L V8,Engine,Oil Pan Gasket,FEL-PRO,OS11701C,N/A,$8.75
AC,1969,428,7.0L V8,Engine,Oil Pan Gasket,MAHLE,OS30764,Cork-Rubber,$9.13
AC,1969,428,7.0L V8,Engine,Timing Cover Gasket / Set,FEL-PRO,TCS130751,N/A,$5.61
AC,1969,428,7.0L V8,Engine,Timing Cover Gasket / Set,MAHLE,JV819,N/A,$11.01
AC,1969,428,7.0L V8,Engine,Timing Cover Gasket / Set,FEL-PRO,TCS45167,N/A,$14.35
AC,1969,428,7.0L V8,Engine,Timing Cover Gasket / Set,MAHLE,JV921,N/A,$16.40
AC,1969,428,7.0L V8,Engine,Valve Cover Gasket,FEL-PRO,VS13049C,N/A,$5.00
AC,1969,428,7.0L V8,Engine,Valve Cover Gasket,FEL-PRO,VS13049R,N/A,$5.57
AC,1969,428,7.0L V8,Engine,Valve Cover Gasket,MAHLE,VS38308,Cork-Rubber,$7.76
AC,1969,428,7.0L V8,Engine,Valve Cover Gasket,MAHLE,VS38308R,Molded Rubber,$11.15
AC,1969,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,FEL-PRO,MS9812,N/A,$5.48
AC,1969,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,FEL-PRO,MS95000,N/A,$9.83
AC,1969,428,7.0L V8,Exhaust & Emission,Exhaust Manifold Gasket,MAHLE,MS15521X,Steel,$11.00
AC,1969,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,FEL-PRO,60052,N/A,$1.40
AC,1969,428,7.0L V8,Exhaust & Emission,Pipe Flange Gasket / Seal,FEL-PRO,60155,N/A,$2.08
AC,1969,428,7.0L V8,Fuel & Air,Air Cleaner Gasket,FEL-PRO,60032,N/A,$1.68
AC,1969,428,7.0L V8,Fuel & Air,Air Cleaner Gasket,MAHLE,G27098,Paper,$1.91
AC,1969,428,7.0L V8,Fuel & Air,Carburetor Mounting Gasket,FEL-PRO,60059,N/A,$0.99
AC,1969,428,7.0L V8,Fuel & Air,Fuel Pump Bowl Gasket,FEL-PRO,773,N/A,$0.92
AC,1969,428,7.0L V8,Fuel & Air,Fuel Pump Gasket,MAHLE,D27094,Paper,$0.34
AC,1969,428,7.0L V8,Fuel & Air,Fuel Pump Gasket,FEL-PRO,6579,N/A,$0.95
AC,1969,428,7.0L V8,Ignition,Ignition Coil,ACDELCO,U505,Professional,$30.79
AC,1969,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,45,Resistor,$1.13
AC,1969,428,7.0L V8,Ignition,Spark Plug,ACDELCO,R83TS,Professional; Conventional (Rebate/Promotion Available!),$1.43
AC,1969,428,7.0L V8,Ignition,Spark Plug,CHAMPION,409,Copper Plus,$1.43
AC,1969,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP420A,N/A,$1.65
AC,1969,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,AP45,Platinum (Rebate/Promotion Available!),$1.92
AC,1969,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP459,Finewire Platinum,$4.46
AC,1969,428,7.0L V8,Ignition,Spark Plug,AUTOLITE,APP45,Double Platinum (Rebate/Promotion Available!),$3.82
AC,1969,428,7.0L V8,Ignition,Spark Plug,MOTORCRAFT,SP549,Platinum Spark Plug,$1.92
AC,1969,428,7.0L V8,Transmission-Automatic,Clutch Plate,ATP,FC108,N/A,$1.87
AC,1969,428,7.0L V8,Transmission-Automatic,Clutch Plate,ATP,FC116,N/A,$2.85
AC,1969,428,7.0L V8,Transmission-Automatic,Filter,ATP,IL150,In-Line Filter Kit,$15.44
AC,1969,428,7.0L V8,Transmission-Automatic,Oil Pan Gasket,ATP,FG114,N/A,$3.84
AC,1969,428,7.0L V8,Transmission-Manual,Countershaft Bearing,NATIONAL,QAR33724,"Width=0.9""",Out of Stock
AC,1969,428,7.0L V8,Transmission-Manual,Input Shaft Bearing,NATIONAL,209L,"Bore=1.7717"", Outer Diameter=3.3465"", Width=0.748""",$35.79
AC,1969,428,7.0L V8,Transmission-Manual,Input Shaft Repair Sleeve,NATIONAL,99112,N/A,$17.65
AC,1969,428,7.0L V8,Transmission-Manual,Input Shaft Seal,NATIONAL,3638,N/A,$3.65
AC,1969,428,7.0L V8,Transmission-Manual,Main / Output Shaft Bearing,NATIONAL,307L,"Bore=1.378"", Outer Diameter=3.1496"", Width=0.8268""",$24.79
AC,1969,428,7.0L V8,Transmission-Manual,Main / Output Shaft Seal,NATIONAL,473234,N/A,$4.50
AC,1969,428,7.0L V8,Transmission-Manual,Reverse Idler Bearing,NATIONAL,C407Q,"Width=0.75""",$5.37
AC,1969,428,7.0L V8,Transmission-Manual,Shift Shaft Seal,NATIONAL,313156,N/A,$4.87
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,RDB16,RainyDay Wiper,$1.33
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,14C16,14-Series,$2.07
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,3116,"31-Series; 16""",$2.51
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,9116,"AeroVantage; 16""",$4.09
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,2015,Vintage,$11.72
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,3016,"WINTER; Conventional Blade w/ Anti-Icing Boots; 16""",$4.31
AC,1969,428,7.0L V8,Wiper & Washer,Wiper Blade,ANCO,C16UB,"Contour; 16""",$7.65
AC,1968,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,SGD9M,Service Grade; Metallic,$12.93
AC,1968,428,7.0L V8,Brake & Wheel Hub,Brake Pad,RAYBESTOS,PGD9M,Element3; Metallic,$24.79
AC,1968,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,2720,"Race Only; Outer Diameter=3"", Length=0.75"", Radius=0.125""",$2.49
AC,1968,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,A2,"Wheel Bearing and Race Set; Taper Bearing Set Includes Cup and Cone; Cone Bore=0.75"", Cone Length=0.655"", Cone Radius=0.046"", Cup Outer Diam=1.781, Cup Length=0.475"", Cup Radius=0.046""",$4.36
AC,1968,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,A6,"Wheel Bearing and Race Set; Taper Bearing Set Includes Cup and Cone; Cone Bore=1.25"", Cone Length=0.66"", Cone Radius=0"", Cup Outer Diam=2.328, Cup Length=0.465"", Cup Radius=0.046""",$5.29
AC,1968,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,NATIONAL,2788A,N/A,$17.80
AC,1968,428,7.0L V8,Brake & Wheel Hub,Wheel Bearing,ACDELCO,A2,Advantage; Wheel Bearing and Race Set,$5.73
AC,1968,428,7.0L V8,Cooling System,Thermostat / Thermostat Housing / Water Outlet Seal,MAHLE,C25487,Paper,$0.24
AC,1968,428,7.0L V8,Cooling System,Thermostat / Thermostat Housing / Water Outlet Seal,FEL-PRO,35063,N/A,$1.04
AC,1968,428,7.0L V8,Drivetrain,Differential Pinion Seal,NATIONAL,5778,N/A,$8.76
